RIVPACS Model,End Group,Season Code,Season,TL1 BMWP,TL1 NTAXA,TL1 ASPT,"TL2 WHPT Score (nonAb,DistFam)","TL2 WHPT NTAXA (nonAb,DistFam)","TL2 WHPT ASPT (nonAb,DistFam)","TL2 WHPT Score (nonAb,CompFam)","TL2 WHPT NTAXA (nonAb,CompFam)","TL2 WHPT ASPT (nonAb,CompFam)","TL2 WHPT Score (AbW,DistFam)","TL2 WHPT NTAXA (AbW,DistFam)","TL2 WHPT ASPT (AbW,DistFam)","TL2 WHPT Score (AbW,CompFam)","TL2 WHPT NTAXA (AbW,CompFam)","TL2 WHPT ASPT (AbW,CompFam)",TL1 AWIC(Fam),TL4 AWIC(Sp) Murphy,TL5 AWIC(Sp) Murphy,TL4 WFD AWIC(Sp) McFarland,TL5 WFD AWIC(Sp) McFarland,TL4 Raddum,TL5 Raddum,TL4 SEPA % Acid Sensitive Taxa,TL5 SEPA % Acid Sensitive Taxa,TL4 MetTol,TL5 MetTol,TL1/2 LIFE(Fam) (CompFam),TL2 LIFE(Fam) (DistFam),TL3 LIFE(Fam) (DistFam),TL4 LIFE(Sp),TL5 LIFE(Sp),TL3 PSI(Fam),TL4 PSI(Sp),TL5 PSI(Sp),TL3 E-PSI(fam69),TL4 E-PSI(mixed level),TL5 E-PSI(mixed level),TL4 oFSIsp,TL5 oFSIsp,TL4 ToFSIsp,TL5 ToFSIsp,TL4 CoFSIsp,TL5 CoFSIsp,TL4 GSFI FI05,TL5 GSFI FI05,TL4 GSFI FI09,TL5 GSFI FI09,TL4 GSFI FI091,TL5 GSFI FI091,TL4 GSFI FI091_K,TL5 GSFI FI091_K,TL4 GSFI FI092,TL5 GSFI FI092,TL4 GSFI FI11_12,TL5 GSFI FI11_12,TL4 GSFI FI14_16,TL5 GSFI FI14_16,TL4 GSFI FI15_17,TL5 GSFI FI15_17,TL4 GSFI FI152,TL5 GSFI FI152,TL2 SPEAR(Fam) %,TL4 SPEAR(Sp) %,TL5 SPEAR(Sp) %,SPEAR(pesticides) TL2 fam Knillmann 2018,SPEAR(refuge) TL2 fam Knillmann 2018,SPEAR(pesticides) TL4 sp Knillmann 2018,SPEAR(refuge) TL4 sp Knillmann 2018,SPEAR(pesticides) TL5 sp Knillmann 2018,SPEAR(refuge) TL5 sp Knillmann 2018,TL4 CCI,TL5 CCI,TL2 08 Group ARMI NTaxa,TL2 08 Group ARMI Score,TL2 33 Group ARMI NTaxa,TL2 33 Group ARMI Score,TL2 33 Group Flow & Silt NTaxa,TL2 33 Group Flow & Silt Score,TL2 14 Group Urban NTaxa,TL2 14 Group Urban Score
RIVPACS IV GB,40,6,Summer & Autumn,204.36364,34.54545,5.90836,234.31818,39.81818,5.88709,231.78182,39,5.94409,234.51818,39.81818,5.88545,231.73636,39,5.93673,5.01745,6.64782,6.63873,9.38973,9.38745,1,1,22.43273,22.02809,45.76209,42.92545,6.96882,6.92255,6.92255,7.45964,7.58991,48.32882,49.149,51.72545,62.53909,68.497,68.21209,5.81191,5.98282,4.15455,4.09673,4.39227,4.419,-0.05709,-0.03755,-0.36836,-0.27373,-0.36736,-0.27245,0.13845,0.16509,-0.35027,-0.29082,0.337,0.26473,0.53645,0.39818,0.72064,0.59618,0.72082,0.52618,38.55436,37.96109,44.07236,31.883,91.15691,88.34736,72.11918,39.44227,88.16473,13.06627,12.96373,6.72727,16.63636,23.90909,53.18182,23.90909,40.63636,12.54545,22.09091
RIVPACS IV GB,40,7,"Spring, Summer & Autumn",235.72727,38.72727,6.08909,276.73636,45.63636,6.07391,273.66364,44.72727,6.13018,277.24545,45.63636,6.08291,273.94545,44.72727,6.13482,4.97909,6.66427,6.65536,9.40755,9.40345,1,1,23.55464,23.17027,46.27891,43.92836,7.06127,7.009,7.01136,7.56118,7.71427,50.20745,50.39336,53.41927,64.35727,68.90518,68.68645,5.91164,6.04936,4.29564,4.293,4.50736,4.55382,0.06427,0.10391,-0.29009,-0.22091,-0.28918,-0.21973,0.20009,0.20982,-0.26564,-0.21482,0.34227,0.26636,0.60018,0.47264,0.74591,0.63082,0.75318,0.55982,41.85018,41.66091,48.64445,34.39782,89.34655,89.51418,69.44473,40.99182,86.28709,14.74036,14.10218,7.54545,19,25.81818,60.18182,25.81818,45.36364,13.36364,23.81818
RIVPACS IV GB,41,1,Spring,107.09375,21.875,4.84738,115.44375,24.34375,4.70878,112.10312,23.15625,4.8025,112.025,24.34375,4.55753,108.75313,23.15625,4.64625,5.42597,7.289,7.2765,10.22516,10.21838,1,1,12.54703,12.51322,49.20819,45.80384,6.30522,6.23884,6.23884,6.53038,6.64131,25.38212,21.88822,21.90891,37.74922,36.47419,36.6475,5.20959,5.36444,4.26297,4.35184,4.24378,4.34828,-0.97959,-1.01612,-1.02816,-0.89306,-1.01863,-0.88106,-0.12328,-0.15191,-0.83359,-0.8605,-0.418,-0.457,-0.41344,-0.78034,0.26097,-0.08966,0.09547,-0.13103,23.62128,24.38391,29.81869,23.65697,97.09503,94.45509,86.90816,30.667,95.45994,12.38841,12.08303,4.0625,7.40625,15.71875,29.875,15.71875,18.125,9.15625,12.5625
RIVPACS IV GB,41,2,Summer,114.90625,23.9375,4.73887,120.58125,26.0625,4.58878,117.29688,24.875,4.671,115.2375,26.0625,4.38844,112.09375,24.875,4.46716,5.53184,7.09769,7.09769,9.86697,9.86697,1,1,11.67825,11.66497,49.267,46.1205,6.25816,6.17409,6.17409,6.43178,6.52772,24.25456,22.22713,21.48984,37.31431,37.02359,37.21362,5.11062,5.26384,4.05088,4.08941,4.08856,4.16394,-0.93691,-1.05706,-1.17209,-1.01369,-1.16781,-1.00856,-0.29025,-0.30759,-0.85638,-0.82516,-0.48112,-0.50647,-0.66325,-0.91947,0.19372,-0.14603,0.02759,-0.14662,20.40106,25.02063,29.27434,22.33041,98.96019,97.59241,93.95716,25.92647,98.39566,12.94238,12.80747,4,7.8125,16.375,33.6875,16.375,16.40625,9.46875,12.65625
RIVPACS IV GB,41,3,Autumn,112.25,23.53125,4.70888,116.91562,25.5,4.52191,113.66562,24.28125,4.61891,111.74375,25.5,4.31691,108.69688,24.28125,4.41228,5.46338,6.83975,6.83559,9.58406,9.58197,0.98438,0.98438,12.48466,12.38875,49.25422,45.61238,6.23641,6.12138,6.12138,6.28684,6.39322,23.50134,18.86391,18.44706,35.19525,34.62553,34.61456,5.08109,5.21913,4.09566,4.10372,4.10372,4.15644,-1.07681,-1.16394,-1.16166,-0.98225,-1.15628,-0.97475,-0.25866,-0.2765,-0.95028,-0.95722,-0.45647,-0.4695,-0.78091,-0.98241,0.04403,-0.27237,0.0015,-0.1685,20.05528,23.83553,27.50444,23.11591,98.62309,95.59588,92.7125,34.48762,98.01344,12.68044,12.55341,3.78125,7.3125,16.125,33.09375,16.125,15.75,9.125,11.75
RIVPACS IV GB,41,4,Spring & Summer,148.5,29.21875,5.05144,160.25312,33,4.83191,154.49687,31.125,4.93759,153.9875,33,4.64263,148.45937,31.125,4.74387,5.4375,7.13459,7.12856,10.01372,10.01087,1,1,12.71744,12.69512,49.06772,45.16422,6.24034,6.15813,6.15813,6.48044,6.59416,27.04034,23.75213,23.58366,39.59166,39.28253,39.59653,5.30181,5.46637,4.19522,4.22775,4.23747,4.31341,-0.88538,-0.97391,-1.13134,-1.00366,-1.12606,-0.99691,-0.26919,-0.31212,-0.83019,-0.82044,-0.47597,-0.51425,-0.46412,-0.80734,0.26594,-0.07366,0.13728,-0.05294,24.02953,25.862,31.71687,21.92144,98.41522,96.73112,91.07038,26.36125,97.56159,13.72494,13.45591,5.03125,10.5625,19.46875,42.21875,19.46875,20.15625,10.6875,14.90625
RIVPACS IV GB,41,5,Spring & Autumn,145.625,28.84375,5.01372,156.38125,32.375,4.79703,150.90313,30.53125,4.90763,149.2375,32.375,4.57369,143.99375,30.53125,4.67822,5.40288,7.06312,7.05609,9.97619,9.97256,1,1,11.87075,11.78506,48.78362,44.83809,6.24097,6.13375,6.13375,6.39162,6.51275,26.46481,22.09159,22.15297,38.78472,37.99431,38.17709,5.25731,5.42012,4.20456,4.22816,4.22712,4.29731,-0.94503,-1.01938,-1.14241,-1.01219,-1.13647,-1.00466,-0.26688,-0.31656,-0.90194,-0.91819,-0.47603,-0.51162,-0.52731,-0.85616,0.17238,-0.17234,0.09903,-0.08497,23.20259,24.78806,30.47022,22.96506,98.07831,95.3495,90.39953,31.21728,97.21447,13.80859,13.49319,4.8125,9.9375,19,41.15625,19,19.375,10.34375,14.03125
RIVPACS IV GB,41,6,Summer & Autumn,148.09375,29.34375,4.99934,157.15625,32.75,4.75753,151.19062,30.8125,4.86178,149.69062,32.75,4.52881,143.85313,30.8125,4.62312,5.42231,7.02894,7.02416,9.90419,9.90203,1,1,12.14222,12.10737,48.97356,45.11006,6.20916,6.1155,6.1155,6.35684,6.46669,26.4525,21.99984,21.67375,39.17734,38.2945,38.48106,5.22853,5.4055,4.101,4.10188,4.15819,4.22038,-0.90419,-1.00706,-1.18356,-1.03478,-1.18044,-1.03034,-0.3155,-0.35266,-0.89722,-0.87478,-0.49566,-0.52412,-0.65384,-0.93084,0.18356,-0.16809,0.0635,-0.09559,22.227,24.95031,29.72522,21.68025,99.00988,97.14366,94.65303,27.55263,98.58428,13.96856,13.78544,4.6875,10.28125,19.125,42.8125,19.125,18.78125,10.40625,14.0625
RIVPACS IV GB,41,7,"Spring, Summer & Autumn",167.6875,32.34375,5.15331,181.43438,36.84375,4.89675,174.39375,34.59375,5.0115,173.08125,36.84375,4.66922,166.14063,34.59375,4.77231,5.38556,7.03475,7.02916,9.94666,9.94434,1,1,12.25688,12.21494,48.74659,44.63212,6.21109,6.10691,6.10691,6.39953,6.52031,27.95547,23.2635,23.33481,40.50559,39.70356,39.99978,5.34281,5.51106,4.20056,4.21791,4.25481,4.32328,-0.84931,-0.93559,-1.17125,-1.04644,-1.16719,-1.04106,-0.33106,-0.38062,-0.87572,-0.86834,-0.48781,-0.52913,-0.49378,-0.84172,0.24437,-0.1025,0.14206,-0.02938,24.24428,25.65294,31.52006,21.58941,98.64247,96.72578,92.61944,27.81625,97.99444,14.41175,14.12472,5.28125,11.90625,20.78125,48,20.78125,20.9375,11,14.875
RIVPACS IV GB,42,1,Spring,138.08333,26.25,5.25675,140.4,29,4.84425,136.93333,27.58333,4.97175,135.425,29,4.6725,132.04167,27.58333,4.7955,5.56175,7.69492,7.69492,11.02083,11.02083,0.95833,0.95833,3.37725,3.35683,51.01775,46.43867,6.33775,6.18492,6.20825,6.34517,6.4515,18.56033,17.01967,18.29167,29.05408,29.24392,29.24392,5.3435,5.48908,4.12158,4.14942,4.21,4.27667,-1.38083,-1.37825,-1.3775,-1.14542,-1.38108,-1.14525,-0.35833,-0.41367,-0.8225,-0.80608,-0.65617,-0.631,-0.78958,-1.00408,0.34458,-0.068,0.07917,-0.10892,28.09142,26.36792,33.97075,31.12925,98.09767,95.45933,92.83958,38.08017,97.88992,15.74467,15.4985,4.58333,7.75,16.91667,31.83333,16.91667,18.25,9.41667,11.25
RIVPACS IV GB,42,2,Summer,137.25,27.08333,5.04883,136.60833,29.25,4.6545,131.00833,27.58333,4.73358,129.06667,29.25,4.3925,123.65,27.58333,4.463,5.5955,7.1125,7.1125,10.11117,10.11117,1,1,5.79458,5.77542,51.55275,47.28775,6.11858,6.01725,6.0415,6.086,6.13533,16.06567,10.29775,10.56333,21.72908,18.22208,18.5715,4.90817,4.98383,4.04042,4.07058,4.01208,4.05542,-1.30667,-1.35175,-1.42625,-1.26917,-1.42708,-1.26925,-0.47892,-0.56233,-1.0425,-1.11308,-0.64217,-0.63933,-1.02292,-1.10117,0.17208,-0.38817,-0.25467,-0.34742,19.61217,20.59692,25.15575,13.81575,98.94783,88.95358,93.17983,23.34175,98.44642,16.77767,16.56017,4.58333,6.91667,16.41667,31.91667,16.41667,14.83333,9.5,11.08333
RIVPACS IV GB,42,3,Autumn,130.91667,25.83333,5.03825,128.41667,27.83333,4.60383,123.54167,26.25,4.696,122.63333,27.83333,4.40092,117.88333,26.25,4.48525,5.61817,7.56808,7.56808,11.08333,11.08333,1,1,8.82958,8.78442,51.46292,47.37883,6.14358,6.00058,6.03333,6.10008,6.15358,13.67575,11.84475,11.98975,19.102,20.24642,20.24642,4.90967,4.99942,3.92933,3.90383,3.94925,3.96617,-1.50983,-1.55467,-1.40917,-1.23925,-1.41417,-1.24275,-0.33683,-0.4095,-0.89075,-0.95675,-0.69658,-0.65908,-1.06342,-1.0685,0.15867,-0.20667,-0.16792,-0.32867,23.13408,25.46475,31.60825,24.62167,98.50075,97.48942,95.0265,42.52525,98.02492,18.34283,17.54167,3.83333,6.33333,15.66667,31.33333,15.66667,13.58333,8.83333,10.16667
RIVPACS IV GB,42,4,Spring & Summer,178.16667,33.08333,5.37825,177.31667,36.25,4.884,172.2,34.41667,4.99625,169.675,36.25,4.67075,164.71667,34.41667,4.77608,5.57025,7.20933,7.20933,10.37283,10.37283,1,1,4.30533,4.28508,51.35908,46.77242,6.20742,6.07533,6.11133,6.18533,6.27475,19.39842,14.4035,15.41192,27.48767,25.0975,25.3375,5.24392,5.36583,4.07392,4.11758,4.14817,4.2155,-1.25508,-1.27758,-1.44317,-1.29142,-1.44808,-1.29467,-0.54417,-0.61925,-0.98083,-1.00983,-0.672,-0.67783,-0.87892,-1.06433,0.25342,-0.27158,-0.07792,-0.204,25.57583,24.89858,31.73983,22.4645,99.04508,94.29583,94.77992,29.7565,98.81892,19.29067,19.09592,5.16667,9.5,19.16667,39.91667,19.16667,17.75,10.25,12.91667
RIVPACS IV GB,42,5,Spring & Autumn,171.75,32,5.34517,173.50833,35.58333,4.86817,167.19167,33.5,4.98508,166.55833,35.58333,4.67,160.43333,33.5,4.77975,5.55308,7.4035,7.4035,10.73692,10.73692,1,1,5.43083,5.40675,51.01358,46.36208,6.24133,6.1125,6.14233,6.20617,6.30942,19.77317,16.16175,17.19825,28.2335,28.70508,28.70508,5.28083,5.4275,4.05425,4.04783,4.14983,4.19742,-1.36183,-1.39558,-1.395,-1.22308,-1.4,-1.22658,-0.41342,-0.48325,-0.89083,-0.91908,-0.67558,-0.65167,-0.862,-1.02533,0.26975,-0.16658,0.00333,-0.15842,27.09542,27.07467,34.99017,28.72183,98.70108,97.813,95.53117,40.64267,98.52642,20.67992,20.19783,5,9.58333,18.58333,40.08333,18.58333,16.66667,10.16667,12.66667
RIVPACS IV GB,42,6,Summer & Autumn,164.5,31.16667,5.26408,163.09167,34.25,4.7545,156.59167,32.25,4.84825,155.90833,34.25,4.54058,149.61667,32.25,4.62683,5.59467,7.32158,7.32158,10.67433,10.67433,1,1,7.47192,7.43792,51.09458,46.45183,6.125,5.99033,6.02192,6.06842,6.14308,17.352,12.96333,13.51025,23.68942,22.87225,22.99817,5.04725,5.17367,3.96508,3.94625,4.01758,4.05092,-1.28042,-1.32642,-1.415,-1.27417,-1.41983,-1.27733,-0.49183,-0.57908,-0.97708,-1.0355,-0.65783,-0.64417,-0.99733,-1.08708,0.20533,-0.27567,-0.15842,-0.28883,23.41742,24.06717,30.14542,18.23925,98.94675,95.06683,95.06225,31.96167,98.51458,20.60858,20.14692,4.91667,8.91667,18.16667,38.91667,18.16667,15.75,10.08333,12.41667
RIVPACS IV GB,42,7,"Spring, Summer & Autumn",191.91667,35,5.47083,191.41667,38.83333,4.92125,184.875,36.66667,5.03558,183.59167,38.83333,4.7155,177.39167,36.66667,4.82683,5.5645,7.20283,7.20283,10.37708,10.37708,1,1,5.37125,5.34583,51.02083,46.18783,6.19575,6.05075,6.08592,6.13467,6.23467,20.10333,15.08817,16.09708,28.04258,26.40925,26.51283,5.28267,5.43567,4.00892,4.02758,4.12475,4.1885,-1.2315,-1.25842,-1.4105,-1.28925,-1.41533,-1.29283,-0.51258,-0.60692,-0.95058,-0.98858,-0.65925,-0.66383,-0.87342,-1.046,0.26175,-0.21217,-0.03217,-0.1735,26.42008,26.20425,33.47083,23.51258,99.02492,96.48125,95.72125,34.01483,98.80492,22.34517,22.04767,5.41667,11.08333,19.75,44.75,19.75,17.08333,10.58333,13.5
RIVPACS IV GB,43,1,Spring,108.76923,23.76923,4.54008,114.88462,26.92308,4.24977,110.85385,25.07692,4.39269,110.33077,26.92308,4.09354,106.58462,25.07692,4.23377,5.64946,7.359,7.359,10.28262,10.28262,1,1,3.06269,3.05038,51.94808,47.87715,5.95277,5.76754,5.76754,5.74762,5.77615,12.95692,4.49423,4.69677,20.562,10.712,10.76646,4.842,4.83392,4.24877,4.35169,4.10746,4.16308,-1.30746,-1.29738,-1.53308,-1.34438,-1.53308,-1.34438,-0.81115,-0.74562,-1.40931,-1.426,-0.63362,-0.63777,-1.02015,-1.14085,-0.01223,-0.40331,-0.70685,-0.69377,19.54592,23.35254,27.36254,24.991,98.88638,96.37115,96.68585,35.60815,98.42854,13.78508,13.58377,3.15385,6.15385,15.15385,30.84615,15.15385,12.53846,8.07692,10.61538
RIVPACS IV GB,43,2,Summer,116.23077,25.61538,4.51546,122.61538,29,4.21731,119.13077,27.30769,4.35438,116.11538,29,4.00069,113.00769,27.30769,4.13769,5.65885,6.75508,6.75508,9.45123,9.45123,0.96154,0.96154,8.47531,8.40331,51.30854,47.33362,5.78215,5.57877,5.57877,5.63862,5.63854,12.93969,4.89308,4.83038,20.56815,9.472,9.42569,4.69108,4.62854,4.19631,4.26138,4.02492,4.03992,-1.17169,-1.17746,-1.64823,-1.46131,-1.64823,-1.46131,-0.866,-0.845,-1.47631,-1.49169,-0.76931,-0.72323,-1.14062,-1.12623,-0.12631,-0.571,-0.77746,-0.87492,16.16069,19.09246,21.55031,13.79831,99.50415,98.86954,96.67231,27.52138,98.90608,12.61908,12.47346,3.30769,6.76923,15.15385,34.46154,15.15385,9.23077,8.23077,10.46154
RIVPACS IV GB,43,3,Autumn,105.53846,23.69231,4.44415,110.49231,26.15385,4.22408,108.76923,24.92308,4.36238,103.64615,26.15385,3.96715,102.31538,24.92308,4.10854,5.64,6.47046,6.47046,9.20385,9.20385,0.96154,0.96154,15.90969,15.88715,52.91454,48.01785,5.918,5.65431,5.65754,5.66262,5.68185,14.052,4.63938,4.52569,24.58623,10.03185,9.95531,4.66792,4.62708,4.11162,4.24146,3.96854,4.02808,-1.13662,-1.07838,-1.65785,-1.49854,-1.65785,-1.49854,-0.87654,-0.87962,-1.52531,-1.53708,-0.74077,-0.74438,-1.18623,-1.128,-0.16008,-0.61962,-0.84169,-0.91585,18.02423,20.81185,23.72415,14.88215,99.649,96.76808,99.15054,44.49746,99.39254,12.49408,12.55777,3.23077,7,14.61538,33.30769,14.61538,9.23077,8.07692,10.15385
RIVPACS IV GB,43,4,Spring & Summer,140,29.46154,4.72815,151.49231,34.46154,4.38654,145.12308,31.92308,4.53446,143.78462,34.46154,4.17146,137.60769,31.92308,4.30769,5.60208,7.10608,7.10608,9.98977,9.98977,1,1,7.96854,7.90192,51.48262,47.07331,5.73662,5.57192,5.57192,5.62538,5.64177,14.27508,5.58215,5.73331,21.868,11.59823,11.64477,4.89008,4.886,4.25469,4.27015,4.12754,4.13469,-1.09077,-1.082,-1.61362,-1.45523,-1.61362,-1.45523,-0.90085,-0.87585,-1.43177,-1.44831,-0.72885,-0.71577,-1.07908,-1.12977,-0.03615,-0.43008,-0.70869,-0.76408,19.12692,21.53723,25.082,16.298,99.40046,98.06969,96.72115,28.73431,98.86385,16.41715,16.18823,3.76923,8.15385,16.92308,40.84615,16.92308,9.23077,8.69231,10.53846
RIVPACS IV GB,43,5,Spring & Autumn,132.30769,28.38462,4.62931,144.96154,33,4.37592,139.01538,30.61538,4.51908,136.57692,33,4.12423,130.74615,30.61538,4.252,5.606,7.07438,7.07438,10.07946,10.07946,1,1,14.58554,14.563,51.83085,47.331,5.78208,5.55992,5.56308,5.60669,5.62846,15.16308,5.07746,5.24985,23.30331,11.48723,11.60377,4.81077,4.79215,4.23608,4.30792,4.08915,4.12369,-1.03092,-0.98015,-1.59662,-1.45154,-1.59662,-1.45154,-0.85223,-0.84954,-1.45815,-1.47531,-0.71169,-0.71862,-1.11231,-1.14831,-0.06931,-0.48054,-0.75115,-0.79769,19.91115,21.799,25.80254,16.541,99.48192,98.25885,98.36338,38.98831,99.15085,15.02862,14.895,3.53846,8.46154,16.38462,40.61538,16.38462,8.92308,8.61538,10.69231
RIVPACS IV GB,43,6,Summer & Autumn,136,29.15385,4.65477,147.63077,33.84615,4.35938,142.75385,31.69231,4.50354,137.88462,33.84615,4.07231,133.15385,31.69231,4.20315,5.61392,6.64708,6.64708,9.39615,9.39615,1,1,13.41785,13.36846,51.70138,47.08015,5.73523,5.51231,5.51562,5.57146,5.57846,14.91269,5.05038,4.98008,23.40785,10.20992,10.17685,4.72254,4.67969,4.15769,4.20477,4.01392,4.02569,-1.02485,-0.98746,-1.64515,-1.51054,-1.64515,-1.51054,-0.91723,-0.93638,-1.49185,-1.50569,-0.76108,-0.74746,-1.162,-1.13477,-0.11354,-0.55954,-0.82538,-0.90015,18.6,20.36746,23.50377,13.93192,99.58808,99.19731,98.36715,35.26369,99.21915,14.63623,14.57454,3.76923,8.84615,16.69231,41.92308,16.69231,8.61538,8.84615,10.61538
RIVPACS IV GB,43,7,"Spring, Summer & Autumn",150.30769,31.30769,4.78569,166.10769,37.23077,4.45808,158.72308,34.46154,4.60208,156.36154,37.23077,4.2,149.05385,34.46154,4.32585,5.58177,6.96508,6.96508,9.87592,9.87592,1,1,12.88323,12.83377,51.47669,46.85715,5.69638,5.50215,5.50538,5.55446,5.56885,15.91585,5.75246,5.874,23.69631,12.16438,12.25738,4.83638,4.81915,4.23677,4.26954,4.09854,4.11123,-0.97292,-0.93746,-1.61877,-1.49169,-1.61877,-1.49169,-0.923,-0.93392,-1.45538,-1.47162,-0.72238,-0.72385,-1.10162,-1.13508,-0.03977,-0.456,-0.74585,-0.80677,20.02923,21.46892,25.21,15.09269,99.50562,98.65946,97.96931,34.28023,99.10585,16.73892,16.60631,3.92308,9.61538,17.53846,45.61538,17.53846,8.53846,9,10.92308
RIVPACS IV NI,1,1,Spring,144.125,22,6.5355,170.25,24,7.1005,165.9125,23.5,7.06188,172.1375,24,7.18062,167.925,23.5,7.14625,4.20612,6.41488,6.41488,8.503,8.503,1,1,27.891,27.7325,45.21962,43.50312,7.81912,7.801,7.801,8.62262,8.63988,74.943,90.94625,89.63525,96.08125,97.58862,96.416,6.27563,6.52762,5.46175,5.49538,5.29775,5.405,0.16263,0.21075,1.168,1.2015,1.168,1.2015,1.11888,1.15025,0.80475,0.80512,0.25975,0.198,1.36262,1.61338,1.00963,1.03638,1.25188,1.01688,55.12263,50.884,56.71825,40.56862,94.87437,96.2765,84.03662,45.35038,93.27225,9.17588,9.03513,6.125,12.25,16,28,16,30.5,9.25,17.375
RIVPACS IV NI,1,2,Summer,137.375,21.875,6.27262,165.8,24.375,6.81025,158.5875,23.5,6.7545,166.7625,24.375,6.83612,159.6,23.5,6.78338,4.62287,6.89725,6.89725,9.18063,9.18063,1,1,20.36825,20.16762,44.92812,43.76362,7.77975,7.75112,7.75112,8.44688,8.45612,72.76712,85.9185,84.9055,93.86438,95.93625,95.33275,6.18425,6.392,5.208,5.20963,5.12175,5.19525,0.23313,0.24988,1.11912,1.13962,1.11912,1.13962,0.95838,0.97812,0.8085,0.80262,0.233,0.1515,1.3705,1.577,1.05088,1.09412,1.21262,1.05437,48.91138,47.12638,51.13562,30.99888,88.6455,97.23162,63.3535,33.785,85.91063,9.309,8.50862,6.375,12.375,16.625,29,16.625,32.875,9.75,18.375
RIVPACS IV NI,1,3,Autumn,114.375,19,5.98212,137.325,20.625,6.64338,134.55,20.375,6.58788,137.1625,20.625,6.62038,134.3875,20.375,6.56125,4.687,6.83638,6.83638,9.0875,9.0875,1,1,27.9605,27.55988,45.14625,43.64175,7.64362,7.6285,7.6285,8.439,8.43437,72.13125,88.27262,87.50963,96.31125,98.26563,96.845,6.15338,6.35088,5.47688,5.44738,5.26388,5.31612,0.04013,0.04013,1.02038,1.05575,1.02038,1.05575,0.96675,1.00675,0.66275,0.66275,-0.03812,-0.05125,1.22712,1.33175,1.06662,1.08637,1.28062,1.06238,44.84312,43.59,44.905,40.73937,95.26487,90.89912,87.31162,50.86187,92.45625,9.62562,9.62562,5.625,9.75,15.125,23.375,15.125,30.75,9.5,15.375
RIVPACS IV NI,1,4,Spring & Summer,172.125,26.125,6.58875,207.4125,29.5,7.05463,198.725,28.375,7.024,212.6125,29.5,7.23063,204.125,28.375,7.21525,4.359,6.56638,6.56638,8.74488,8.74488,1,1,21.52288,21.37587,45.21063,43.4895,7.77038,7.72412,7.72412,8.62712,8.63287,71.92775,87.369,86.675,94.06912,96.27987,95.51675,6.20838,6.4235,5.35488,5.37388,5.21362,5.29962,0.32813,0.35912,1.136,1.1685,1.136,1.1685,1.05625,1.096,0.86262,0.85962,0.40213,0.34138,1.36063,1.5875,1.006,1.03587,1.231,1.04538,53.10625,50.171,56.33012,32.92262,91.783,96.75138,74.0005,35.17225,89.9695,9.71325,9.45875,6.625,15,18,36,18,37.25,10,21.125
RIVPACS IV NI,1,5,Spring & Autumn,169.625,26,6.5175,203.3,28.875,7.04738,197.4625,28.25,6.98962,208.1375,28.875,7.21625,202.575,28.25,7.16988,4.36375,6.53038,6.53038,8.69188,8.69188,1,1,26.42788,26.23425,45.13775,43.26,7.7135,7.69912,7.69912,8.66388,8.67025,74.00513,88.92612,88.4095,96.42688,97.62562,96.56837,6.18675,6.40062,5.44488,5.48112,5.2575,5.35262,0.17625,0.212,1.10138,1.13212,1.10138,1.13212,1.0155,1.04975,0.79438,0.79425,0.2425,0.18412,1.27225,1.46775,0.98438,0.99062,1.2375,1.04725,53.53512,50.669,55.83112,38.72712,95.315,95.629,84.46838,44.6395,93.42788,10.28138,10.17212,6.625,14.375,18,34.125,18,37.625,10.625,20.875
RIVPACS IV NI,1,6,Summer & Autumn,166.125,26.125,6.35912,201.6,29.5,6.85425,192.5375,28.375,6.80162,204.5875,29.5,6.95125,195.65,28.375,6.907,4.54787,6.78488,6.78488,9.08313,9.08313,1,1,21.79825,21.64563,44.75562,43.06762,7.66525,7.63588,7.63588,8.499,8.49775,71.3745,85.01725,84.75112,93.67575,96.09662,95.39638,6.10787,6.32512,5.34925,5.33612,5.17538,5.2435,0.17438,0.18225,1.05825,1.08488,1.05825,1.08488,0.951,0.98975,0.7765,0.7725,0.24438,0.17925,1.29588,1.47325,1.02613,1.0525,1.20087,1.052,49.8555,47.89,51.86938,32.39412,91.316,95.70162,71.4825,34.93138,89.268,10.30037,10.11075,6.875,15,18.5,35.625,18.5,39.5,10.875,22
RIVPACS IV NI,1,7,"Spring, Summer & Autumn",186.125,28.375,6.56275,226.3875,32.375,7.01288,216.5625,31.125,6.97375,233.0875,32.375,7.21637,223.525,31.125,7.19538,4.40725,6.57025,6.57025,8.75125,8.75125,1,1,22.07062,21.928,45.059,43.23888,7.6775,7.64037,7.64037,8.63787,8.63462,71.47612,86.06838,85.87888,94.3585,96.22462,95.54675,6.138,6.34288,5.423,5.43138,5.22812,5.30425,0.27112,0.291,1.09438,1.12275,1.09438,1.12275,1,1.0355,0.82712,0.82462,0.35462,0.2885,1.29525,1.49538,0.99062,1.006,1.21425,1.05012,52.8135,50.334,56.11912,33.38962,92.89925,96.1185,76.81275,35.949,91.2325,10.478,10.273,6.875,16.25,19,39.375,19,40.625,10.875,23
